Year;Country;Region;Indicator;Gender;Cause;Dim2ValueCode;ValueNumeric;ValueLow;ValueHigh;Value
2016;Malawi;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.14;0.59;1.82;1.14 [0.59 – 1.82]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.15;0.63;1.76;1.15 [0.63 – 1.76]
2016;Sweden;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;1.18;0.11;3.43;1.18 [0.11 – 3.43]
2016;Mozambique;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;1.2;0.6;1.96;1.2 [0.6 – 1.96]
2016;Brazil;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.23;0.59;2.07;1.23 [0.59 – 2.07]
2016;United States of America;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;1.26;0.22;3.07;1.26 [0.22 – 3.07]
2016;Norway;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;1.28;0.42;2.56;1.28 [0.42 – 2.56]
2016;Vanuatu;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.3;0.46;2.38;1.3 [0.46 – 2.38]
2016;Mongolia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.34;0.76;1.99;1.34 [0.76 – 1.99]
2016;The former Yugoslav Republic of Macedonia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;1.35;0.91;1.82;1.35 [0.91 – 1.82]
2016;Tonga;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.36;0.62;2.35;1.36 [0.62 – 2.35]
2016;Iceland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;1.38;0.39;2.89;1.38 [0.39 – 2.89]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.39;0.72;2.22;1.39 [0.72 – 2.22]
2016;Bahamas;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;1.4;0.63;2.34;1.4 [0.63 – 2.34]
2016;Malta;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;1.4;0.69;2.31;1.4 [0.69 – 2.31]
2016;Zambia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.42;0.76;2.24;1.42 [0.76 – 2.24]
2016;Sao Tome and Principe;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.42;0.79;2.16;1.42 [0.79 – 2.16]
2016;Turkmenistan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;1.43;0.71;2.34;1.43 [0.71 – 2.34]
2016;Bahrain;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.49;0.95;2.1;1.49 [0.95 – 2.1]
2016;Kuwait;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.49;0.99;2.0;1.49 [0.99 – 2]
2016;Dominican Republic;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.5;0.61;2.61;1.5 [0.61 – 2.61]
2016;Venezuela (Bolivarian Republic of);Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.51;0.78;2.44;1.51 [0.78 – 2.44]
2016;Colombia;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.53;0.79;2.45;1.53 [0.79 – 2.45]
2016;Australia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.54;0.63;2.92;1.54 [0.63 – 2.92]
2016;Austria;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;1.55;0.56;2.88;1.55 [0.56 – 2.88]
2016;Latvia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;1.55;0.76;2.56;1.55 [0.76 – 2.56]
2016;Cambodia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.56;0.87;2.35;1.56 [0.87 – 2.35]
2016;United Republic of Tanzania;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.57;0.85;2.43;1.57 [0.85 – 2.43]
2016;Norway;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.58;0.52;3.16;1.58 [0.52 – 3.16]
2016;Kazakhstan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.58;0.74;2.68;1.58 [0.74 – 2.68]
2016;Portugal;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.64;0.63;3.16;1.64 [0.63 – 3.16]
2016;Luxembourg;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;1.65;0.47;3.42;1.65 [0.47 – 3.42]
2016;Austria;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;1.65;0.6;3.07;1.65 [0.6 – 3.07]
2016;Suriname;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.65;0.91;2.52;1.65 [0.91 – 2.52]
2016;Russian Federation;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.69;0.71;2.92;1.69 [0.71 – 2.92]
2016;Seychelles;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.69;0.9;2.65;1.69 [0.9 – 2.65]
2016;Belarus;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;1.7;0.82;2.81;1.7 [0.82 – 2.81]
2016;Maldives;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.74;0.47;3.48;1.74 [0.47 – 3.48]
2016;Comoros;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.78;0.86;2.92;1.78 [0.86 – 2.92]
2016;Finland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;1.8;0.26;4.32;1.8 [0.26 – 4.32]
2016;Ireland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.83;0.72;3.42;1.83 [0.72 – 3.42]
2016;Australia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.85;0.75;3.49;1.85 [0.75 – 3.49]
2016;Luxembourg;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;1.87;0.53;3.87;1.87 [0.53 – 3.87]
2016;Cyprus;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;1.87;0.9;3.02;1.87 [0.9 – 3.02]
2016;Israel;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;1.9;1.01;2.97;1.9 [1.01 – 2.97]
2016;Saudi Arabia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.9;1.23;2.64;1.9 [1.23 – 2.64]
2016;Switzerland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;1.91;0.56;3.9;1.91 [0.56 – 3.9]
2016;Belize;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.92;1.04;2.97;1.92 [1.04 – 2.97]
2016;Morocco;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.93;1.14;2.82;1.93 [1.14 – 2.82]
2016;United States of America;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;1.94;0.7;3.81;1.94 [0.7 – 3.81]
2016;Barbados;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;1.94;1.06;2.97;1.94 [1.06 – 2.97]
2016;Samoa;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;1.98;0.74;3.58;1.98 [0.74 – 3.58]
2016;Gabon;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;10.01;7.68;12.4;10.01 [7.68 – 12.4]
2016;Suriname;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;10.02;7.44;14.12;10.02 [7.44 – 14.12]
2016;Tajikistan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;10.02;7.81;12.82;10.02 [7.81 – 12.82]
2016;Philippines;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;10.03;7.74;12.68;10.03 [7.74 – 12.68]
2016;Grenada;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;10.04;5.73;14.79;10.04 [5.73 – 14.79]
2016;Malawi;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;10.13;5.72;15.13;10.13 [5.72 – 15.13]
2016;Bhutan;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;10.14;5.76;15.06;10.14 [5.76 – 15.06]
2016;Haiti;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;10.22;4.49;17.23;10.22 [4.49 – 17.23]
2016;Poland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;10.22;5.72;18.53;10.22 [5.72 – 18.53]
2016;Saint Lucia;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;10.23;6.78;16.08;10.23 [6.78 – 16.08]
2016;Botswana;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;10.27;7.93;12.57;10.27 [7.93 – 12.57]
2016;Mozambique;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;10.38;5.57;15.95;10.38 [5.57 – 15.95]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;10.38;8.32;12.44;10.38 [8.32 – 12.44]
2016;Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;10.45;8.43;12.38;10.45 [8.43 – 12.38]
2016;Guyana;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;10.46;8.1;13.17;10.46 [8.1 – 13.17]
2016;Bhutan;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;10.49;5.96;15.59;10.49 [5.96 – 15.59]
2016;Uruguay;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;10.62;6.29;15.61;10.62 [6.29 – 15.61]
2016;Madagascar;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;10.67;5.95;16.1;10.67 [5.95 – 16.1]
2016;Turkey;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;10.67;6.68;14.97;10.67 [6.68 – 14.97]
2016;Eswatini;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;10.73;5.07;17.46;10.73 [5.07 – 17.46]
2016;India;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;10.79;9.14;12.58;10.79 [9.14 – 12.58]
2016;France;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;10.86;7.41;14.52;10.86 [7.41 – 14.52]
2016;Papua New Guinea;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;10.86;8.61;13.06;10.86 [8.61 – 13.06]
2016;Saint Lucia;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;10.88;6.57;18.59;10.88 [6.57 – 18.59]
2016;Equatorial Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;10.91;9.22;12.57;10.91 [9.22 – 12.57]
2016;Belarus;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;104.4;82.64;127.8;104.4 [82.64 – 127.8]
2016;Kiribati;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;11.09;8.88;13.37;11.09 [8.88 – 13.37]
2016;Kyrgyzstan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;11.12;8.5;14.32;11.12 [8.5 – 14.32]
2016;Turkmenistan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;11.2;8.65;13.91;11.2 [8.65 – 13.91]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;11.26;9.19;13.3;11.26 [9.19 – 13.3]
2016;India;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;11.27;9.58;13.17;11.27 [9.58 – 13.17]
2016;Italy;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;11.3;4.57;25.7;11.3 [4.57 – 25.7]
2016;Denmark;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;11.3;7.94;14.95;11.3 [7.94 – 14.95]
2016;Niger;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;11.31;9.63;13.05;11.31 [9.63 – 13.05]
2016;Viet Nam;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;11.36;8.66;14.03;11.36 [8.66 – 14.03]
2016;Myanmar;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;11.36;9.5;13.2;11.36 [9.5 – 13.2]
2016;Philippines;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;11.49;8.92;14.27;11.49 [8.92 – 14.27]
2016;Guyana;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;11.54;8.6;15.46;11.54 [8.6 – 15.46]
2016;Saint Lucia;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;11.67;8.64;14.58;11.67 [8.64 – 14.58]
2016;Zimbabwe;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;11.72;6.19;18.13;11.72 [6.19 – 18.13]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;11.77;9.92;13.63;11.77 [9.92 – 13.63]
2016;Japan;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;11.92;3.99;23.05;11.92 [3.99 – 23.05]
2016;Oman;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;11.99;9.59;14.47;11.99 [9.59 – 14.47]
2016;Georgia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;118.8;95.48;144.4;118.8 [95.48 – 144.4]
2016;United Kingdom of Great Britain and Northern Ireland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;12.07;8.12;16.21;12.07 [8.12 – 16.21]
2016;Namibia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;12.17;7.01;17.84;12.17 [7.01 – 17.84]
2016;Turkey;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;12.23;7.11;17.82;12.23 [7.11 – 17.82]
2016;Brazil;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;12.23;9.62;14.71;12.23 [9.62 – 14.71]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;12.3;10.53;14.16;12.3 [10.53 – 14.16]
2016;Japan;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;12.36;7.79;17.43;12.36 [7.79 – 17.43]
2016;Malaysia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;12.4;9.32;15.58;12.4 [9.32 – 15.58]
2016;Cameroon;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;12.47;10.77;14.22;12.47 [10.77 – 14.22]
2016;Zimbabwe;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;12.54;6.63;19.4;12.54 [6.63 – 19.4]
2016;Qatar;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;12.56;11.35;13.86;12.56 [11.35 – 13.86]
2016;Argentina;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;12.63;8.87;16.44;12.63 [8.87 – 16.44]
2016;Bahamas;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;12.91;10.34;15.28;12.91 [10.34 – 15.28]
2016;Bulgaria;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;120.8;96.57;149.1;120.8 [96.57 – 149.1]
2016;Ukraine;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;128.9;106.6;150.8;128.9 [106.6 – 150.8]
2016;Namibia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;13.01;7.5;19.07;13.01 [7.5 – 19.07]
2016;Zambia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;13.08;7.83;18.77;13.08 [7.83 – 18.77]
2016;Armenia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;13.14;7.76;19.19;13.14 [7.76 – 19.19]
2016;Tonga;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;13.36;10.34;16.25;13.36 [10.34 – 16.25]
2016;Lithuania;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;13.52;8.61;23.09;13.52 [8.61 – 23.09]
2016;Canada;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;13.54;8.65;20.0;13.54 [8.65 – 20]
2016;South Africa;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;13.58;8.38;19.34;13.58 [8.38 – 19.34]
2016;Sudan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;13.71;10.56;17.09;13.71 [10.56 – 17.09]
2016;Peru;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;13.86;8.58;19.76;13.86 [8.58 – 19.76]
2016;Ghana;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;13.91;11.26;16.41;13.91 [11.26 – 16.41]
2016;Myanmar;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;14.17;11.3;17.36;14.17 [11.3 – 17.36]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;14.19;11.26;17.01;14.19 [11.26 – 17.01]
2016;Cabo Verde;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;14.24;9.67;19.16;14.24 [9.67 – 19.16]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;14.38;11.41;17.24;14.38 [11.41 – 17.24]
2016;Honduras;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;14.43;11.53;17.24;14.43 [11.53 – 17.24]
2016;Lao People's Democratic Republic;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;14.52;11.93;16.84;14.52 [11.93 – 16.84]
2016;Senegal;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;14.53;10.54;18.71;14.53 [10.54 – 18.71]
2016;Bahrain;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;14.64;12.98;16.54;14.64 [12.98 – 16.54]
2016;El Salvador;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;14.68;10.85;18.47;14.68 [10.85 – 18.47]
2016;Philippines;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;14.72;11.52;17.72;14.72 [11.52 – 17.72]
2016;Viet Nam;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;15.03;11.96;18.71;15.03 [11.96 – 18.71]
2016;Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;15.07;11.1;19.27;15.07 [11.1 – 19.27]
2016;Lao People's Democratic Republic;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;15.28;12.5;17.87;15.28 [12.5 – 17.87]
2016;Afghanistan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;15.38;11.92;18.9;15.38 [11.92 – 18.9]
2016;Pakistan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;15.42;12.01;18.86;15.42 [12.01 – 18.86]
2016;Belarus;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;15.47;11.75;20.37;15.47 [11.75 – 20.37]
2016;Tonga;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;15.65;12.1;20.5;15.65 [12.1 – 20.5]
2016;South Africa;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;15.66;9.66;22.31;15.66 [9.66 – 22.31]
2016;Sri Lanka;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;15.78;12.23;19.48;15.78 [12.23 – 19.48]
2016;Vanuatu;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;16.22;12.93;19.98;16.22 [12.93 – 19.98]
2016;Barbados;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;16.6;11.58;21.72;16.6 [11.58 – 21.72]
2016;Ecuador;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;16.69;13.08;21.03;16.69 [13.08 – 21.03]
2016;Belarus;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;16.73;10.38;28.51;16.73 [10.38 – 28.51]
2016;Iceland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;16.85;10.96;24.95;16.85 [10.96 – 24.95]
2016;Croatia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;17.01;8.45;33.76;17.01 [8.45 – 33.76]
2016;Haiti;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;17.12;13.69;20.33;17.12 [13.69 – 20.33]
2016;Iraq;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;17.18;14.0;20.41;17.18 [14 – 20.41]
2016;Côte d’Ivoire;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;17.43;14.59;20.09;17.43 [14.59 – 20.09]
2016;China;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Chronic obstructive pulmonary disease;ENVCAUSE118;17.55;10.51;25.22;17.55 [10.51 – 25.22]
2016;Iraq;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;18.21;15.05;21.21;18.21 [15.05 – 21.21]
2016;Oman;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;18.38;15.79;20.78;18.38 [15.79 – 20.78]
2016;Eritrea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;18.48;14.0;23.27;18.48 [14 – 23.27]
2016;Mongolia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;18.57;15.25;22.09;18.57 [15.25 – 22.09]
2016;Bangladesh;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;18.64;15.94;21.43;18.64 [15.94 – 21.43]
